th,observed_portion_frequency
0.0,0.9277520783422033
1.000010000100001e-05,0.9277520783422033
2.000020000200002e-05,0.9277520783422033
3.000030000300003e-05,0.966085640687987
4.000040000400004e-05,0.98005195660096
5.0000500005000046e-05,0.9872588018761489
6.000060000600006e-05,0.9908331343996166
7.000070000700007e-05,0.9935995780995299
8.000080000800008e-05,0.9949270919735052
9.000090000900009e-05,0.99616696599689
0.00010000100001000009,0.9967050872005307
0.00011000110001100011,0.9967050872005307
0.00012000120001200012,0.9974245813433285
0.00013000130001300012,0.9979544161613229
0.00014000140001400014,0.9979535244184498
0.00015000150001500014,0.9984245479664551
0.00016000160001600016,0.998932453416149
0.00017000170001700018,0.9994780729969533
0.00018000180001800017,0.999672087346215
0.0001900019000190002,0.9996718841143302
0.00020000200002000018,0.9996715967694852
0.0002100021000210002,0.9996714449122637
0.00022000220002200022,0.9996714449122637
0.00023000230002300022,0.9996714449122637
0.00024000240002400024,0.9996714449122637
0.00025000250002500023,0.9996713569307172
0.00026000260002600025,0.9996713569307172
0.00027000270002700027,0.9996713569307172
0.0002800028000280003,0.9996711567973108
0.0002900029000290003,0.999671052631579
0.0003000030000300003,1.0
0.0003100031000310003,1.0
0.0003200032000320003,1.0
0.00033000330003300033,1.0
0.00034000340003400035,1.0
0.0003500035000350003,1.0
0.00036000360003600034,1.0
0.00037000370003700036,1.0
0.0003800038000380004,1.0
0.0003900039000390004,1.0
0.00040000400004000037,1.0
0.0004100041000410004,1.0
0.0004200042000420004,1.0
0.0004300043000430004,1.0
0.00044000440004400045,1.0
0.00045000450004500047,1.0
0.00046000460004600043,1.0
0.00047000470004700045,1.0
0.00048000480004800047,1.0
0.0004900049000490004,1.0
0.0005000050000500005,1.0
0.0005100051000510005,1.0
0.0005200052000520005,1.0
0.0005300053000530005,1.0
0.0005400054000540005,1.0
0.0005500055000550006,1.0
0.0005600056000560006,1.0
0.0005700057000570006,1.0
0.0005800058000580006,1.0
0.0005900059000590005,1.0
0.0006000060000600005,1.0
0.0006100061000610006,1.0
0.0006200062000620006,1.0
0.0006300063000630006,1.0
0.0006400064000640006,1.0
0.0006500065000650006,1.0
0.0006600066000660007,1.0
0.0006700067000670007,1.0
0.0006800068000680007,1.0
0.0006900069000690007,1.0
0.0007000070000700006,1.0
0.0007100071000710007,1.0
0.0007200072000720007,1.0
0.0007300073000730007,1.0
0.0007400074000740007,1.0
0.0007500075000750007,1.0
0.0007600076000760008,1.0
0.0007700077000770008,1.0
0.0007800078000780008,1.0
0.0007900079000790008,1.0
0.0008000080000800007,1.0
0.0008100081000810008,1.0
0.0008200082000820008,1.0
0.0008300083000830008,1.0
0.0008400084000840008,1.0
0.0008500085000850008,1.0
0.0008600086000860009,1.0
0.0008700087000870009,1.0
0.0008800088000880009,1.0
0.0008900089000890009,1.0
0.0009000090000900009,1.0
0.0009100091000910008,1.0
0.0009200092000920009,1.0
0.0009300093000930009,1.0
0.0009400094000940009,1.0
0.0009500095000950009,1.0
0.0009600096000960009,1.0
0.000970009700097001,1.0
0.0009800098000980009,1.0
0.000990009900099001,1.0
0.001000010000100001,1.0
0.001010010100101001,1.0
0.001020010200102001,1.0
0.001030010300103001,1.0
0.001040010400104001,1.0
0.0010500105001050011,1.0
0.001060010600106001,1.0
0.001070010700107001,1.0
0.001080010800108001,1.0
0.001090010900109001,1.0
0.0011000110001100011,1.0
0.001110011100111001,1.0
0.0011200112001120012,1.0
0.001130011300113001,1.0
0.0011400114001140012,1.0
0.001150011500115001,1.0
0.0011600116001160012,1.0
0.0011700117001170011,1.0
0.001180011800118001,1.0
0.0011900119001190012,1.0
0.001200012000120001,1.0
0.0012100121001210012,1.0
0.0012200122001220011,1.0
0.0012300123001230013,1.0
0.0012400124001240012,1.0
0.0012500125001250013,1.0
0.0012600126001260012,1.0
0.0012700127001270013,1.0
0.0012800128001280013,1.0
0.0012900129001290012,1.0
0.0013000130001300013,1.0
0.0013100131001310012,1.0
0.0013200132001320013,1.0
0.0013300133001330012,1.0
0.0013400134001340014,1.0
0.0013500135001350013,1.0
0.0013600136001360014,1.0
0.0013700137001370013,1.0
0.0013800138001380015,1.0
0.0013900139001390014,1.0
0.0014000140001400013,1.0
0.0014100141001410014,1.0
0.0014200142001420013,1.0
0.0014300143001430014,1.0
0.0014400144001440014,1.0
0.0014500145001450015,1.0
0.0014600146001460014,1.0
0.0014700147001470015,1.0
0.0014800148001480014,1.0
0.0014900149001490016,1.0
0.0015000150001500015,1.0
0.0015100151001510014,1.0
0.0015200152001520015,1.0
0.0015300153001530014,1.0
0.0015400154001540016,1.0
0.0015500155001550015,1.0
0.0015600156001560016,1.0
0.0015700157001570015,1.0
0.0015800158001580016,1.0
0.0015900159001590016,1.0
0.0016000160001600015,1.0
0.0016100161001610016,1.0
0.0016200162001620015,1.0
0.0016300163001630016,1.0
0.0016400164001640015,1.0
0.0016500165001650017,1.0
0.0016600166001660016,1.0
0.0016700167001670017,1.0
0.0016800168001680016,1.0
0.0016900169001690018,1.0
0.0017000170001700017,1.0
0.0017100171001710016,1.0
0.0017200172001720017,1.0
0.0017300173001730016,1.0
0.0017400174001740017,1.0
0.0017500175001750017,1.0
0.0017600176001760018,1.0
0.0017700177001770017,1.0
0.0017800178001780018,1.0
0.0017900179001790017,1.0
0.0018000180001800019,1.0
0.0018100181001810018,1.0
0.0018200182001820017,1.0
0.0018300183001830018,1.0
0.0018400184001840017,1.0
0.0018500185001850019,1.0
0.0018600186001860018,1.0
0.001870018700187002,1.0
0.0018800188001880018,1.0
0.001890018900189002,1.0
0.0019000190001900018,1.0
0.001910019100191002,1.0
0.0019200192001920019,1.0
0.0019300193001930018,1.0
0.001940019400194002,1.0
0.0019500195001950018,1.0
0.0019600196001960018,1.0
0.001970019700197002,1.0
0.001980019800198002,1.0
0.001990019900199002,1.0
0.002000020000200002,1.0
0.002010020100201002,1.0
0.002020020200202002,1.0
0.0020300203002030018,1.0
0.002040020400204002,1.0
0.002050020500205002,1.0
0.002060020600206002,1.0
0.002070020700207002,1.0
0.002080020800208002,1.0
0.002090020900209002,1.0
0.0021000210002100022,1.0
0.002110021100211002,1.0
0.002120021200212002,1.0
0.002130021300213002,1.0
0.002140021400214002,1.0
0.002150021500215002,1.0
0.002160021600216002,1.0
0.0021700217002170023,1.0
0.002180021800218002,1.0
0.002190021900219002,1.0
0.0022000220002200022,1.0
0.0022100221002210024,1.0
0.002220022200222002,1.0
0.002230022300223002,1.0
0.0022400224002240023,1.0
0.002250022500225002,1.0
0.002260022600226002,1.0
0.0022700227002270023,1.0
0.0022800228002280024,1.0
0.002290022900229002,1.0
0.002300023000230002,1.0
0.0023100231002310023,1.0
0.0023200232002320025,1.0
0.002330023300233002,1.0
0.0023400234002340023,1.0
0.0023500235002350024,1.0
0.002360023600236002,1.0
0.0023700237002370022,1.0
0.0023800238002380024,1.0
0.0023900239002390025,1.0
0.002400024000240002,1.0
0.0024100241002410023,1.0
0.0024200242002420025,1.0
0.0024300243002430026,1.0
0.0024400244002440023,1.0
0.0024500245002450024,1.0
0.0024600246002460025,1.0
0.0024700247002470022,1.0
0.0024800248002480024,1.0
0.0024900249002490025,1.0
0.0025000250002500026,1.0
0.0025100251002510023,1.0
0.0025200252002520024,1.0
0.0025300253002530026,1.0
0.0025400254002540027,1.0
0.0025500255002550024,1.0
0.0025600256002560025,1.0
0.0025700257002570026,1.0
0.0025800258002580023,1.0
0.0025900259002590025,1.0
0.0026000260002600026,1.0
0.0026100261002610027,1.0
0.0026200262002620024,1.0
0.0026300263002630025,1.0
0.0026400264002640027,1.0
0.002650026500265003,1.0
0.0026600266002660025,1.0
0.0026700267002670026,1.0
0.0026800268002680028,1.0
0.0026900269002690025,1.0
0.0027000270002700026,1.0
0.0027100271002710027,1.0
0.002720027200272003,1.0
0.0027300273002730025,1.0
0.0027400274002740027,1.0
0.002750027500275003,1.0
0.002760027600276003,1.0
0.0027700277002770026,1.0
0.0027800278002780027,1.0
0.002790027900279003,1.0
0.0028000280002800026,1.0
0.0028100281002810027,1.0
0.002820028200282003,1.0
0.002830028300283003,1.0
0.0028400284002840026,1.0
0.0028500285002850028,1.0
0.002860028600286003,1.0
0.002870028700287003,1.0
0.0028800288002880027,1.0
0.002890028900289003,1.0
0.002900029000290003,1.0
0.0029100291002910027,1.0
0.002920029200292003,1.0
0.002930029300293003,1.0
0.002940029400294003,1.0
0.0029500295002950028,1.0
0.002960029600296003,1.0
0.002970029700297003,1.0
0.002980029800298003,1.0
0.002990029900299003,1.0
0.003000030000300003,1.0
0.003010030100301003,1.0
0.003020030200302003,1.0
0.003030030300303003,1.0
0.003040030400304003,1.0
0.003050030500305003,1.0
0.003060030600306003,1.0
0.003070030700307003,1.0
0.003080030800308003,1.0
0.0030900309003090033,1.0
0.003100031000310003,1.0
0.003110031100311003,1.0
0.003120031200312003,1.0
0.003130031300313003,1.0
0.003140031400314003,1.0
0.003150031500315003,1.0
0.0031600316003160033,1.0
0.003170031700317003,1.0
0.003180031800318003,1.0
0.0031900319003190032,1.0
0.003200032000320003,1.0
0.003210032100321003,1.0
0.003220032200322003,1.0
0.0032300323003230033,1.0
0.003240032400324003,1.0
0.003250032500325003,1.0
0.0032600326003260033,1.0
0.0032700327003270034,1.0
0.003280032800328003,1.0
0.003290032900329003,1.0
0.0033000330003300033,1.0
0.003310033100331003,1.0
0.003320033200332003,1.0
0.0033300333003330033,1.0
0.0033400334003340034,1.0
0.003350033500335003,1.0
0.0033600336003360032,1.0
0.0033700337003370034,1.0
0.0033800338003380035,1.0
0.003390033900339003,1.0
0.0034000340003400033,1.0
0.0034100341003410035,1.0
0.003420034200342003,1.0
0.0034300343003430033,1.0
0.0034400344003440034,1.0
0.0034500345003450035,1.0
0.0034600346003460032,1.0
0.0034700347003470034,1.0
0.0034800348003480035,1.0
0.0034900349003490036,1.0
0.0035000350003500033,1.0
0.0035100351003510034,1.0
0.0035200352003520036,1.0
0.0035300353003530033,1.0
0.0035400354003540034,1.0
0.0035500355003550035,1.0
0.0035600356003560036,1.0
0.0035700357003570033,1.0
0.0035800358003580035,1.0
0.0035900359003590036,1.0
0.0036000360003600037,1.0
0.0036100361003610034,1.0
0.0036200362003620036,1.0
0.0036300363003630037,1.0
0.0036400364003640034,1.0
0.0036500365003650035,1.0
0.0036600366003660036,1.0
0.0036700367003670038,1.0
0.0036800368003680035,1.0
0.0036900369003690036,1.0
0.0037000370003700037,1.0
0.003710037100371004,1.0
0.0037200372003720035,1.0
0.0037300373003730037,1.0
0.003740037400374004,1.0
0.0037500375003750035,1.0
0.0037600376003760036,1.0
0.0037700377003770037,1.0
0.003780037800378004,1.0
0.0037900379003790036,1.0
0.0038000380003800037,1.0
0.003810038100381004,1.0
0.003820038200382004,1.0
0.0038300383003830036,1.0
0.0038400384003840038,1.0
0.003850038500385004,1.0
0.0038600386003860036,1.0
0.0038700387003870037,1.0
0.003880038800388004,1.0
0.003890038900389004,1.0
0.0039000390003900037,1.0
0.003910039100391004,1.0
0.0039200392003920035,1.0
0.003930039300393004,1.0
0.003940039400394004,1.0
0.003950039500395004,1.0
0.003960039600396004,1.0
0.003970039700397004,1.0
0.003980039800398004,1.0
0.0039900399003990035,1.0
0.004000040000400004,1.0
0.004010040100401004,1.0
0.004020040200402004,1.0
0.004030040300403004,1.0
0.004040040400404004,1.0
0.004050040500405004,1.0
0.0040600406004060036,1.0
0.004070040700407004,1.0
0.004080040800408004,1.0
0.004090040900409004,1.0
0.004100041000410004,1.0
0.004110041100411004,1.0
0.004120041200412004,1.0
0.0041300413004130045,1.0
0.004140041400414004,1.0
0.004150041500415004,1.0
0.004160041600416004,1.0
0.004170041700417004,1.0
0.004180041800418004,1.0
0.004190041900419004,1.0
0.0042000420004200045,1.0
0.004210042100421004,1.0
0.004220042200422004,1.0
0.004230042300423004,1.0
0.004240042400424004,1.0
0.004250042500425004,1.0
0.004260042600426004,1.0
0.0042700427004270045,1.0
0.004280042800428004,1.0
0.004290042900429004,1.0
0.004300043000430004,1.0
0.004310043100431004,1.0
0.004320043200432004,1.0
0.004330043300433004,1.0
0.0043400434004340046,1.0
0.004350043500435005,1.0
0.004360043600436004,1.0
0.004370043700437004,1.0
0.004380043800438004,1.0
0.004390043900439004,1.0
0.0044000440004400045,1.0
0.004410044100441005,1.0
0.004420044200442005,1.0
0.004430044300443004,1.0
0.004440044400444004,1.0
0.004450044500445004,1.0
0.004460044600446004,1.0
0.0044700447004470045,1.0
0.004480044800448005,1.0
0.004490044900449005,1.0
0.004500045000450004,1.0
0.004510045100451004,1.0
0.004520045200452004,1.0
0.004530045300453004,1.0
0.0045400454004540045,1.0
0.004550045500455005,1.0
0.004560045600456005,1.0
0.004570045700457005,1.0
0.004580045800458004,1.0
0.004590045900459004,1.0
0.004600046000460004,1.0
0.0046100461004610046,1.0
0.004620046200462005,1.0
