Sample,shannon_index_tool,clonotype_count_tool,tool,shannon_index_TCR,clonotype_count_TCR,repertoire_type,tissue,tissue_type,SDI_absolute_error,class,clonality_TCR,clonality_tool,clonality_absolute_error
sample01,0.6331833455331156,871,MIXCR,1.0726745756027303,3001,low_SDI,PBMC,T_cell_rich,0.43949123006961466,T_cell_rich_low_SDI,0.8660278938467404,0.9064672330238194,0.04043933917707898
sample01,0.8195029611695838,576,IMREP,1.0726745756027303,3001,low_SDI,PBMC,T_cell_rich,0.2531716144331465,T_cell_rich_low_SDI,0.8660278938467404,0.8710684266351993,0.005040532788458951
sample01,1.0384355789837663,411,TRUST4,1.0726745756027303,3001,low_SDI,PBMC,T_cell_rich,0.03423899661896401,T_cell_rich_low_SDI,0.8660278938467404,0.8274620759411657,0.03856581790557467
sample02,0.43826180296946154,621,MIXCR,1.0012016309631462,3229,low_SDI,PBMC,T_cell_rich,0.5629398279936846,T_cell_rich_low_SDI,0.8760877993753171,0.9318551949221521,0.055767395546834964
sample02,2.110875375556705,910,IMREP,1.0012016309631462,3229,low_SDI,PBMC,T_cell_rich,1.1096737445935587,T_cell_rich_low_SDI,0.8760877993753171,0.6901896911720344,0.18589810820328267
sample02,2.1188261950516885,392,TRUST4,1.0012016309631462,3229,low_SDI,PBMC,T_cell_rich,1.1176245640885423,T_cell_rich_low_SDI,0.8760877993753171,0.6451627391496133,0.2309250602257038
sample02,1.7417435864827808,2540,CATT,1.0012016309631462,3229,low_SDI,PBMC,T_cell_rich,0.7405419555196346,T_cell_rich_low_SDI,0.8760877993753171,0.777836543145262,0.09825125623005515
sample03,0.33245580614519493,389,MIXCR,0.9605164909043146,7697,low_SDI,PBMC,T_cell_rich,0.6280606847591197,T_cell_rich_low_SDI,0.8926627626614301,0.9442523043646679,0.05158954170323782
sample03,1.5407401730091288,733,IMREP,0.9605164909043146,7697,low_SDI,PBMC,T_cell_rich,0.5802236821048142,T_cell_rich_low_SDI,0.8926627626614301,0.7664535175313002,0.12620924513012988
sample03,0.49476296090381894,309,TRUST4,0.9605164909043146,7697,low_SDI,PBMC,T_cell_rich,0.46575353000049563,T_cell_rich_low_SDI,0.8926627626614301,0.9137042542893016,0.0210414916278715
sample03,1.3603790146081864,2243,CATT,0.9605164909043146,7697,low_SDI,PBMC,T_cell_rich,0.3998625237038719,T_cell_rich_low_SDI,0.8926627626614301,0.8236839149045682,0.06897884775686192
sample04,3.483992665972555,40,MIXCR,9.598322810807927,26802,high_SDI,PBMC,T_cell_rich,6.114330144835372,T_cell_rich_high_SDI,0.058640191009057485,0.0555417412496052,0.003098449759452282
sample04,4.513351869981366,98,IMREP,9.598322810807927,26802,high_SDI,PBMC,T_cell_rich,5.084970940826561,T_cell_rich_high_SDI,0.058640191009057485,0.015619654669823624,0.04302053633923386
sample04,3.671655601087183,40,TRUST4,9.598322810807927,26802,high_SDI,PBMC,T_cell_rich,5.926667209720744,T_cell_rich_high_SDI,0.058640191009057485,0.004669128726216498,0.05397106228284099
sample04,2.5551719931270482,198,CATT,9.598322810807927,26802,high_SDI,PBMC,T_cell_rich,7.043150817680878,T_cell_rich_high_SDI,0.058640191009057485,0.5168224338339691,0.4581822428249116
sample05,1.194453006323357,4,MIXCR,8.005115339472342,5440,high_SDI,PBMC,T_cell_rich,6.810662333148985,T_cell_rich_high_SDI,0.06933867573073582,0.13838428560118965,0.06904560987045383
sample05,2.2148103680507085,11,IMREP,8.005115339472342,5440,high_SDI,PBMC,T_cell_rich,5.790304971421634,T_cell_rich_high_SDI,0.06933867573073582,0.07635233566059785,0.007013659929862026
sample05,0.6931471805599453,2,TRUST4,8.005115339472342,5440,high_SDI,PBMC,T_cell_rich,7.311968158912396,T_cell_rich_high_SDI,0.06933867573073582,0.0,0.06933867573073582
sample05,2.065431402622192,50,CATT,8.005115339472342,5440,high_SDI,PBMC,T_cell_rich,5.93968393685015,T_cell_rich_high_SDI,0.06933867573073582,0.4720298424226308,0.402691166691895
