Sample,shannon_index_tool,clonotype_count_tool,tool,shannon_index_TCR,clonotype_count_TCR,repertoire_type,tissue,tissue_type,SDI_absolute_error,class,clonality_TCR,clonality_tool,clonality_absolute_error
SRR5233637,4.066967338112989,76,MIXCR,7.716995399576399,29648,high_SDI,small_intestine,T_cell_poor,3.65002806146341,T_cell_poor_high_SDI,0.2505697753113031,0.0609056206993116,0.1896641546119915
SRR5233637,4.5621930933210555,115,IMREP,7.716995399576399,29648,high_SDI,small_intestine,T_cell_poor,3.154802306255344,T_cell_poor_high_SDI,0.2505697753113031,0.038512465531352125,0.21205730977995096
SRR5233637,4.593201031886129,174,TRUST4,7.716995399576399,29648,high_SDI,small_intestine,T_cell_poor,3.1237943676902704,T_cell_poor_high_SDI,0.2505697753113031,0.10968176042124456,0.14088801489005853
SRR5233637,1.7046372344364809,400,CATT,7.716995399576399,29648,high_SDI,small_intestine,T_cell_poor,6.0123581651399185,T_cell_poor_high_SDI,0.2505697753113031,0.715489055967244,0.4649192806559409
SRR5233639,6.924144901591256,1546,MIXCR,10.148172187744247,252376,high_SDI,lymph_node,T_cell_rich,3.2240272861529915,T_cell_rich_high_SDI,0.18414365450254366,0.057096144833852724,0.12704750966869094
SRR5233639,7.548679022948564,2342,IMREP,10.148172187744247,252376,high_SDI,lymph_node,T_cell_rich,2.5994931647956836,T_cell_rich_high_SDI,0.18414365450254366,0.027076685768745556,0.1570669687337981
SRR5233639,7.489210507518038,3387,TRUST4,10.148172187744247,252376,high_SDI,lymph_node,T_cell_rich,2.6589616802262093,T_cell_rich_high_SDI,0.18414365450254366,0.07855720029798807,0.10558645420455559
SRR5233639,6.5472417994593775,3194,CATT,10.148172187744247,252376,high_SDI,lymph_node,T_cell_rich,3.60093038828487,T_cell_rich_high_SDI,0.18414365450254366,0.1885961083185973,0.0044524538160536364
sample01,0.9056462527258144,3444,MIXCR,1.9939996977610102,10977,low_SDI,PBMC,T_cell_rich,1.0883534450351957,T_cell_rich_low_SDI,0.7856734149612071,0.8888012019469161,0.10312778698570901
sample01,1.1634791117569985,3682,IMREP,1.9939996977610102,10977,low_SDI,PBMC,T_cell_rich,0.8305205860040117,T_cell_rich_low_SDI,0.7856734149612071,0.8583060329964594,0.07263261803525223
sample01,1.2111609113946624,5137,TRUST4,1.9939996977610102,10977,low_SDI,PBMC,T_cell_rich,0.7828387863663477,T_cell_rich_low_SDI,0.7856734149612071,0.8582480004971936,0.0725745855359865
sample01,1.3854193801825716,5908,CATT,1.9939996977610102,10977,low_SDI,PBMC,T_cell_rich,0.6085803175784386,T_cell_rich_low_SDI,0.7856734149612071,0.8404641425294851,0.054790727568277964
sample02,1.8448975660550722,5169,MIXCR,2.4524067139196455,15966,high_SDI,PBMC,T_cell_rich,0.6075091478645733,T_cell_rich_high_SDI,0.7466055183769824,0.7842334725073199,0.03762795413033748
sample02,2.4400284082715946,4392,IMREP,2.4524067139196455,15966,high_SDI,PBMC,T_cell_rich,0.012378305648050869,T_cell_rich_high_SDI,0.7466055183769824,0.7090889088860388,0.0375166094909436
sample02,2.5770994633006987,8510,TRUST4,2.4524067139196455,15966,high_SDI,PBMC,T_cell_rich,0.12469274938105324,T_cell_rich_high_SDI,0.7466055183769824,0.7152060719879073,0.0313994463890751
sample02,2.8170980508877395,9564,CATT,2.4524067139196455,15966,high_SDI,PBMC,T_cell_rich,0.36469133696809397,T_cell_rich_high_SDI,0.7466055183769824,0.6926498574532788,0.05395566092370363
sample03,1.4405536086575377,4242,MIXCR,1.8855053716263515,31713,low_SDI,PBMC,T_cell_rich,0.4449517629688138,T_cell_rich_low_SDI,0.8180801146642456,0.827536238148758,0.009456123484512413
sample03,1.8753184826489702,3513,IMREP,1.8855053716263515,31713,low_SDI,PBMC,T_cell_rich,0.010186888977381292,T_cell_rich_low_SDI,0.8180801146642456,0.7703005082755753,0.04777960638867029
sample03,1.968821197850869,7337,TRUST4,1.8855053716263515,31713,low_SDI,PBMC,T_cell_rich,0.0833158262245175,T_cell_rich_low_SDI,0.8180801146642456,0.7788011678481257,0.039278946816119875
sample03,2.255290883715603,8400,CATT,1.8855053716263515,31713,low_SDI,PBMC,T_cell_rich,0.3697855120892515,T_cell_rich_low_SDI,0.8180801146642456,0.7504101226018219,0.06766999206242363
sample04,6.329297905322288,619,MIXCR,11.137193954670538,118004,high_SDI,PBMC,T_cell_rich,4.80789604934825,T_cell_rich_high_SDI,0.046348508865362126,0.015371149533312312,0.030977359332049814
sample04,6.152714966364971,522,IMREP,11.137193954670538,118004,high_SDI,PBMC,T_cell_rich,4.984478988305567,T_cell_rich_high_SDI,0.046348508865362126,0.016771843509376994,0.029576665355985132
sample04,6.6429541344801395,1040,TRUST4,11.137193954670538,118004,high_SDI,PBMC,T_cell_rich,4.494239820190399,T_cell_rich_high_SDI,0.046348508865362126,0.04376319394214956,0.002585314923212567
sample04,4.0388499178641215,1077,CATT,11.137193954670538,118004,high_SDI,PBMC,T_cell_rich,7.098344036806417,T_cell_rich_high_SDI,0.046348508865362126,0.4215285440755413,0.3751800352101792
sample05,3.5950123846258957,44,MIXCR,9.84224402916579,28975,high_SDI,PBMC,T_cell_rich,6.2472316445398945,T_cell_rich_high_SDI,0.042041727380260574,0.04999148234981177,0.007949754969551193
sample05,3.282380162488563,33,IMREP,9.84224402916579,28975,high_SDI,PBMC,T_cell_rich,6.559863866677228,T_cell_rich_high_SDI,0.042041727380260574,0.061240364910896794,0.01919863753063622
sample05,3.945373630468381,69,TRUST4,9.84224402916579,28975,high_SDI,PBMC,T_cell_rich,5.896870398697409,T_cell_rich_high_SDI,0.042041727380260574,0.06819216139588868,0.02615043401562811
sample05,3.3599451239594944,360,CATT,9.84224402916579,28975,high_SDI,PBMC,T_cell_rich,6.482298905206296,T_cell_rich_high_SDI,0.042041727380260574,0.42917333672546276,0.3871316093452022
sample06,5.0262328573205,175,MIXCR,8.17235088779646,9354,high_SDI,melanoma,T_cell_poor,3.14611803047596,T_cell_poor_high_SDI,0.10621776646898717,0.026826497226129953,0.07939126924285722
sample06,4.406334726520807,92,IMREP,8.17235088779646,9354,high_SDI,melanoma,T_cell_poor,3.766016161275653,T_cell_poor_high_SDI,0.10621776646898717,0.02553278388871061,0.08068498258027657
sample06,5.472667958812071,343,TRUST4,8.17235088779646,9354,high_SDI,melanoma,T_cell_poor,2.699682928984389,T_cell_poor_high_SDI,0.10621776646898717,0.06253500254214317,0.043682763926844004
sample06,2.4840261619442727,463,CATT,8.17235088779646,9354,high_SDI,melanoma,T_cell_poor,5.688324725852187,T_cell_poor_high_SDI,0.10621776646898717,0.5952856586722091,0.4890678922032219
sample07,0.6931471805599453,2,MIXCR,4.680209353940664,3548,high_SDI,melanoma,T_cell_poor,3.9870621733807186,T_cell_poor_high_SDI,0.42743704782782965,0.0,0.42743704782782965
sample07,0.0,1,IMREP,4.680209353940664,3548,high_SDI,melanoma,T_cell_poor,4.680209353940664,T_cell_poor_high_SDI,0.42743704782782965,,
sample07,1.1205710370360085,5,TRUST4,4.680209353940664,3548,high_SDI,melanoma,T_cell_poor,3.5596383169046555,T_cell_poor_high_SDI,0.42743704782782965,0.3037500680338353,0.12368697979399434
sample07,1.390984036199613,134,CATT,4.680209353940664,3548,high_SDI,melanoma,T_cell_poor,3.289225317741051,T_cell_poor_high_SDI,0.42743704782782965,0.7160005036886763,0.28856345586084664
sample08,3.7899724938018893,62,MIXCR,8.03555072350076,12844,high_SDI,melanoma,T_cell_poor,4.2455782296988716,T_cell_poor_high_SDI,0.15063278260821256,0.08169394543219333,0.06893883717601923
sample08,3.7578409424924555,57,IMREP,8.03555072350076,12844,high_SDI,melanoma,T_cell_poor,4.277709781008305,T_cell_poor_high_SDI,0.15063278260821256,0.07054333631906995,0.08008944628914261
sample08,4.091897046626059,114,TRUST4,8.03555072350076,12844,high_SDI,melanoma,T_cell_poor,3.9436536768747015,T_cell_poor_high_SDI,0.15063278260821256,0.13603767004037715,0.014595112567835411
sample08,2.147404046454597,242,CATT,8.03555072350076,12844,high_SDI,melanoma,T_cell_poor,5.888146677046164,T_cell_poor_high_SDI,0.15063278260821256,0.6087760230506034,0.45814324044239085
sample09,3.7184738852259156,114,MIXCR,7.651713004414205,19018,high_SDI,melanoma,T_cell_poor,3.9332391191882894,T_cell_poor_high_SDI,0.2234239958500044,0.21488216219351497,0.008541833656489417
sample09,3.7936731469943847,80,IMREP,7.651713004414205,19018,high_SDI,melanoma,T_cell_poor,3.8580398574198203,T_cell_poor_high_SDI,0.2234239958500044,0.13426515553876428,0.0891588403112401
sample09,4.127625963217159,185,TRUST4,7.651713004414205,19018,high_SDI,melanoma,T_cell_poor,3.5240870411970464,T_cell_poor_high_SDI,0.2234239958500044,0.20932095406442353,0.014103041785580861
sample09,3.547139227311797,308,CATT,7.651713004414205,19018,high_SDI,melanoma,T_cell_poor,4.104573777102408,T_cell_poor_high_SDI,0.2234239958500044,0.3809637944086469,0.15753979855864253
sample10,3.5086239607149885,53,MIXCR,7.207394622477828,16417,high_SDI,melanoma,T_cell_poor,3.6987706617628398,T_cell_poor_high_SDI,0.25743450793680767,0.11628060678895791,0.14115390114784976
sample10,3.17625257921447,28,IMREP,7.207394622477828,16417,high_SDI,melanoma,T_cell_poor,4.031142043263358,T_cell_poor_high_SDI,0.25743450793680767,0.04680142844910018,0.2106330794877075
sample10,3.793535819152844,98,TRUST4,7.207394622477828,16417,high_SDI,melanoma,T_cell_poor,3.413858803324984,T_cell_poor_high_SDI,0.25743450793680767,0.172614454344441,0.08482005359236666
sample10,2.5335144245770587,254,CATT,7.207394622477828,16417,high_SDI,melanoma,T_cell_poor,4.67388019790077,T_cell_poor_high_SDI,0.25743450793680767,0.5424667714811486,0.28503226354434097
sample11,1.9913464134109882,8,MIXCR,7.730308502970293,6178,high_SDI,melanoma,T_cell_poor,5.738962089559305,T_cell_poor_high_SDI,0.11438537992042863,0.042364801559981236,0.0720205783604474
sample11,2.3466586149281516,11,IMREP,7.730308502970293,6178,high_SDI,melanoma,T_cell_poor,5.383649888042141,T_cell_poor_high_SDI,0.11438537992042863,0.0213673459602034,0.09301803396022523
sample11,2.433701153644937,18,TRUST4,7.730308502970293,6178,high_SDI,melanoma,T_cell_poor,5.296607349325356,T_cell_poor_high_SDI,0.11438537992042863,0.15799718600337687,0.043611806082948235
sample11,1.751201450353758,179,CATT,7.730308502970293,6178,high_SDI,melanoma,T_cell_poor,5.979107052616535,T_cell_poor_high_SDI,0.11438537992042863,0.6624115660759247,0.548026186155496
sample12,1.893788232391138,7,MIXCR,6.546399975191904,3817,high_SDI,melanoma,T_cell_poor,4.652611742800766,T_cell_poor_high_SDI,0.2062295011744203,0.026785366574853975,0.17944413459956632
sample12,1.3321790402101223,4,IMREP,6.546399975191904,3817,high_SDI,melanoma,T_cell_poor,5.214220934981782,T_cell_poor_high_SDI,0.2062295011744203,0.039035952556318754,0.16719354861810154
sample12,2.6117930793464827,18,TRUST4,6.546399975191904,3817,high_SDI,melanoma,T_cell_poor,3.9346068958454214,T_cell_poor_high_SDI,0.2062295011744203,0.09638160827880937,0.10984789289561092
sample12,1.303145267262375,265,CATT,6.546399975191904,3817,high_SDI,melanoma,T_cell_poor,5.2432547079295295,T_cell_poor_high_SDI,0.2062295011744203,0.7664501135532951,0.5602206123788748
sample13,3.90468200636583,138,MIXCR,1.5207907719755591,53,low_SDI,melanoma,T_cell_poor,2.383891234390271,T_cell_poor_low_SDI,0.6169574416469178,0.20753379958327633,0.40942364206364146
sample13,4.1635255445808435,116,IMREP,1.5207907719755591,53,low_SDI,melanoma,T_cell_poor,2.6427347726052846,T_cell_poor_low_SDI,0.6169574416469178,0.12413031473127212,0.4928271269156457
sample13,4.139688730473222,225,TRUST4,1.5207907719755591,53,low_SDI,melanoma,T_cell_poor,2.618897958497663,T_cell_poor_low_SDI,0.6169574416469178,0.23566986889897434,0.38128757274794345
sample13,3.3578851026129057,488,CATT,1.5207907719755591,53,low_SDI,melanoma,T_cell_poor,1.8370943306373466,T_cell_poor_low_SDI,0.6169574416469178,0.45755831771707234,0.15939912392984545
sample14,3.7425706835685455,55,MIXCR,6.94182126683679,4557,high_SDI,melanoma,T_cell_poor,3.1992505832682445,T_cell_poor_high_SDI,0.17598820585419384,0.06606950044473692,0.10991870540945692
sample14,3.5036985523041912,41,IMREP,6.94182126683679,4557,high_SDI,melanoma,T_cell_poor,3.4381227145325988,T_cell_poor_high_SDI,0.17598820585419384,0.05651526633395154,0.1194729395202423
sample14,4.228937892247115,109,TRUST4,6.94182126683679,4557,high_SDI,melanoma,T_cell_poor,2.7128833745896754,T_cell_poor_high_SDI,0.17598820585419384,0.09856655306540807,0.07742165278878577
sample14,3.3424001433160533,169,CATT,6.94182126683679,4557,high_SDI,melanoma,T_cell_poor,3.5994211235207367,T_cell_poor_high_SDI,0.17598820585419384,0.34844714699865664,0.1724589411444628
TCGA-CZ-4862,2.593165932887764,16,IMREP,9.41718748802155,22957,high_SDI,kidney,T_cell_poor,6.824021555133786,T_cell_poor_high_SDI,0.062161854744699596,0.06471309210515508,0.0025512373604554828
TCGA-CZ-4862,3.8831585619080826,178,TRUST4,9.41718748802155,22957,high_SDI,kidney,T_cell_poor,5.534028926113468,T_cell_poor_high_SDI,0.062161854744699596,0.2506135147831101,0.18845166003841052
TCGA-CZ-4862,2.912618530529833,106,CATT,9.41718748802155,22957,high_SDI,kidney,T_cell_poor,6.504568957491717,T_cell_poor_high_SDI,0.062161854744699596,0.3754354947602453,0.3132736400155457
TCGA-CZ-5463,1.3050963719483404,4,IMREP,5.214239541386731,748,high_SDI,kidney,T_cell_poor,3.9091431694383907,T_cell_poor_high_SDI,0.21204140676607863,0.058571968153975584,0.15346943861210305
TCGA-CZ-5463,2.932332473654665,57,TRUST4,5.214239541386731,748,high_SDI,kidney,T_cell_poor,2.281907067732066,T_cell_poor_high_SDI,0.21204140676607863,0.2747229061912895,0.06268149942521084
TCGA-CZ-5463,1.5963652467901939,59,CATT,5.214239541386731,748,high_SDI,kidney,T_cell_poor,3.617874294596537,T_cell_poor_high_SDI,0.21204140676607863,0.6084977100146269,0.3964563032485483
TCGA-CZ-5985,0.46203690946645704,2,IMREP,6.931271560277565,5959,high_SDI,kidney,T_cell_poor,6.469234650811108,T_cell_poor_high_SDI,0.20262920828395903,0.3334216420050795,0.13079243372112048
TCGA-CZ-5985,3.0089971504494573,85,TRUST4,6.931271560277565,5959,high_SDI,kidney,T_cell_poor,3.922274409828108,T_cell_poor_high_SDI,0.20262920828395903,0.3227023737112875,0.12007316542732849
TCGA-CZ-5985,1.4135433746677009,61,CATT,6.931271560277565,5959,high_SDI,kidney,T_cell_poor,5.517728185609864,T_cell_poor_high_SDI,0.20262920828395903,0.6561452816670255,0.45351607338306643
