Sample,shannon_index_tool,clonotype_count_tool,tool,shannon_index_TCR,clonotype_count_TCR,repertoire_type,tissue,tissue_type,SDI_absolute_error,class,clonality_TCR,clonality_tool,clonality_absolute_error
SRR5233637,3.0616083884059737,24,MIXCR,7.712411317358312,27947,high_SDI,small_intestine,T_cell_poor,4.650802928952339,T_cell_poor_high_SDI,0.24669249382783864,0.03664048759338456,0.21005200623445408
SRR5233637,4.562193093321055,115,IMREP,7.712411317358312,27947,high_SDI,small_intestine,T_cell_poor,3.150218224037258,T_cell_poor_high_SDI,0.24669249382783864,0.038512465531352236,0.2081800282964864
SRR5233637,4.309542677006658,118,TRUST4,7.712411317358312,27947,high_SDI,small_intestine,T_cell_poor,3.402868640351654,T_cell_poor_high_SDI,0.24669249382783864,0.09666158712192308,0.15003090670591557
SRR5233637,1.3421897768741982,144,CATT,7.712411317358312,27947,high_SDI,small_intestine,T_cell_poor,6.370221540484114,T_cell_poor_high_SDI,0.24669249382783864,0.7299315495435801,0.48323905571574144
SRR5233639,5.478182594299786,353,MIXCR,10.059157488526042,202869,high_SDI,lymph_node,T_cell_rich,4.580974894226256,T_cell_rich_high_SDI,0.1768496239235341,0.06618726273888342,0.11066236118465067
SRR5233639,7.548679022948564,2342,IMREP,10.059157488526042,202869,high_SDI,lymph_node,T_cell_rich,2.510478465577478,T_cell_rich_high_SDI,0.1768496239235341,0.027076685768745556,0.14977293815478854
SRR5233639,7.186223786249437,2362,TRUST4,10.059157488526042,202869,high_SDI,lymph_node,T_cell_rich,2.8729337022766046,T_cell_rich_high_SDI,0.1768496239235341,0.07480629096042624,0.10204333296310786
SRR5233639,5.4397848831371025,1213,CATT,10.059157488526042,202869,high_SDI,lymph_node,T_cell_rich,4.619372605388939,T_cell_rich_high_SDI,0.1768496239235341,0.23392503422226152,0.057075410298727425
sample01,0.829164285031961,2592,MIXCR,1.0726745756027303,3001,low_SDI,PBMC,T_cell_rich,0.24351029057076923,T_cell_rich_low_SDI,0.8660278938467404,0.8945108443415427,0.028482950494802317
sample01,1.1634791117569985,3682,IMREP,1.0726745756027303,3001,low_SDI,PBMC,T_cell_rich,0.0908045361542682,T_cell_rich_low_SDI,0.8660278938467404,0.8583060329964594,0.007721860850281037
sample01,1.1655975024049672,4154,TRUST4,1.0726745756027303,3001,low_SDI,PBMC,T_cell_rich,0.0929229268022369,T_cell_rich_low_SDI,0.8660278938467404,0.8601030120063251,0.005924881840415286
sample01,1.3024865308129292,4411,CATT,1.0726745756027303,3001,low_SDI,PBMC,T_cell_rich,0.22981195521019893,T_cell_rich_low_SDI,0.8660278938467404,0.8447916143757982,0.0212362794709422
sample02,0.9887398524293444,1565,MIXCR,1.0012016309631462,3229,low_SDI,PBMC,T_cell_rich,0.012461778533801815,T_cell_rich_low_SDI,0.8760877993753171,0.8655807374792188,0.010507061896098291
sample02,2.4400284082715946,4392,IMREP,1.0012016309631462,3229,low_SDI,PBMC,T_cell_rich,1.4388267773084484,T_cell_rich_low_SDI,0.8760877993753171,0.7090889088860388,0.1669988904892783
sample02,2.222922676093963,5275,TRUST4,1.0012016309631462,3229,low_SDI,PBMC,T_cell_rich,1.221721045130817,T_cell_rich_low_SDI,0.8760877993753171,0.7406380028947489,0.1354497964805682
sample02,2.1249945869329543,4212,CATT,1.0012016309631462,3229,low_SDI,PBMC,T_cell_rich,1.123792955969808,T_cell_rich_low_SDI,0.8760877993753171,0.745378290430133,0.13070950894518407
sample03,0.7922638423756864,1012,MIXCR,0.9605164909043146,7697,low_SDI,PBMC,T_cell_rich,0.1682526485286282,T_cell_rich_low_SDI,0.8926627626614301,0.8855057746036826,0.007156988057747449
sample03,1.8753184826489702,3513,IMREP,0.9605164909043146,7697,low_SDI,PBMC,T_cell_rich,0.9148019917446556,T_cell_rich_low_SDI,0.8926627626614301,0.7703005082755753,0.1223622543858548
sample03,1.6073611011200288,3923,TRUST4,0.9605164909043146,7697,low_SDI,PBMC,T_cell_rich,0.6468446102157143,T_cell_rich_low_SDI,0.8926627626614301,0.8057478572325882,0.08691490542884184
