th,observed_portion_frequency
0.0,0.9409157615712597
0.00010001000100010001,0.9992455081414936
0.00020002000200020003,0.9997465556204811
0.00030003000300030005,1.0
0.00040004000400040005,1.0
0.0005000500050005,1.0
0.0006000600060006001,1.0
0.0007000700070007,1.0
0.0008000800080008001,1.0
0.0009000900090009002,1.0
0.001000100010001,1.0
0.0011001100110011,1.0
0.0012001200120012002,1.0
0.0013001300130013002,1.0
0.0014001400140014,1.0
0.0015001500150015003,1.0
0.0016001600160016002,1.0
0.0017001700170017002,1.0
0.0018001800180018003,1.0
0.0019001900190019003,1.0
0.002000200020002,1.0
0.0021002100210021,1.0
0.0022002200220022,1.0
0.0023002300230023005,1.0
0.0024002400240024004,1.0
0.0025002500250025004,1.0
0.0026002600260026003,1.0
0.0027002700270027003,1.0
0.0028002800280028,1.0
0.0029002900290029006,1.0
0.0030003000300030005,1.0
0.0031003100310031005,1.0
0.0032003200320032004,1.0
0.0033003300330033004,1.0
0.0034003400340034003,1.0
0.0035003500350035003,1.0
0.0036003600360036006,1.0
0.0037003700370037006,1.0
0.0038003800380038005,1.0
0.0039003900390039005,1.0
0.004000400040004,1.0
0.004100410041004101,1.0
0.0042004200420042,1.0
0.004300430043004301,1.0
0.0044004400440044,1.0
0.004500450045004501,1.0
0.004600460046004601,1.0
0.0047004700470047005,1.0
0.004800480048004801,1.0
0.0049004900490049,1.0
0.005000500050005001,1.0
0.0051005100510051,1.0
0.005200520052005201,1.0
0.005300530053005301,1.0
0.0054005400540054005,1.0
0.005500550055005501,1.0
0.0056005600560056,1.0
0.005700570057005701,1.0
0.005800580058005801,1.0
0.005900590059005901,1.0
0.006000600060006001,1.0
0.006100610061006101,1.0
0.006200620062006201,1.0
0.0063006300630063005,1.0
0.006400640064006401,1.0
0.006500650065006501,1.0
0.006600660066006601,1.0
0.006700670067006701,1.0
0.006800680068006801,1.0
0.006900690069006901,1.0
0.0070007000700070005,1.0
0.007100710071007101,1.0
0.007200720072007201,1.0
0.007300730073007301,1.0
0.007400740074007401,1.0
0.007500750075007501,1.0
0.007600760076007601,1.0
0.0077007700770077014,1.0
0.007800780078007801,1.0
0.0079007900790079,1.0
0.008000800080008,1.0
0.008100810081008101,1.0
0.008200820082008202,1.0
0.0083008300830083,1.0
0.0084008400840084,1.0
0.008500850085008501,1.0
0.008600860086008601,1.0
0.008700870087008702,1.0
0.0088008800880088,1.0
0.0089008900890089,1.0
0.009000900090009001,1.0
0.009100910091009102,1.0
0.009200920092009202,1.0
0.0093009300930093,1.0
0.009400940094009401,1.0
0.009500950095009501,1.0
0.009600960096009602,1.0
0.009700970097009702,1.0
0.0098009800980098,1.0
0.009900990099009901,1.0
0.010001000100010001,1.0
0.010101010101010102,1.0
0.0102010201020102,1.0
0.010301030103010301,1.0
0.010401040104010401,1.0
0.010501050105010502,1.0
0.010601060106010602,1.0
0.0107010701070107,1.0
0.010801080108010801,1.0
0.010901090109010901,1.0
0.011001100110011002,1.0
0.011101110111011102,1.0
0.0112011201120112,1.0
0.011301130113011301,1.0
0.011401140114011402,1.0
0.011501150115011502,1.0
0.011601160116011602,1.0
0.011701170117011701,1.0
0.011801180118011801,1.0
0.011901190119011902,1.0
0.012001200120012002,1.0
